 cibil_score, loan_amount, loan_status
692,23900000,1
398,9600000,0
882,3500000,1
860,25900000,1
330,15100000,0
447,2400000,0
788,23800000,1
526,28900000,0
577,28400000,1
372,23400000,0
759,21000000,1
465,12700000,0
789,10200000,1
680,17900000,1
681,25700000,1
673,22300000,1
313,22900000,0
551,18800000,1
453,24400000,0
650,22700000,1
439,4500000,1
658,9600000,1
379,18900000,0
450,10700000,1
849,8200000,1
865,1600000,1
853,6900000,0
555,4900000,1
821,20700000,1
820,4700000,1
721,15300000,1
831,24000000,1
571,12600000,1
582,4900000,1
487,13600000,0
758,19700000,1
636,30100000,1
857,20700000,1
678,12500000,1
551,15800000,1
668,24900000,1
672,23400000,1
439,13700000,1
636,19600000,1
393,6000000,0
848,8200000,1
790,17600000,1
312,19900000,0
775,19500000,1
403,18600000,0
867,26400000,1
558,17800000,1
548,6000000,1
486,28200000,0
635,11600000,1
538,20700000,1
496,28200000,0
411,4800000,0
857,10700000,1
360,18100000,0
461,35900000,0
638,14900000,1
865,19300000,1
449,13600000,0
870,4700000,1
815,19500000,1
454,7200000,0
783,9900000,1
543,7400000,0
786,10900000,1
395,2500000,0
885,1300000,1
488,10600000,0
829,19900000,1
677,15400000,1
645,14400000,1
788,27600000,1
649,22400000,1
519,23100000,0
772,11200000,1
330,6100000,0
557,21500000,1
334,19000000,0
487,28400000,0
539,9700000,0
710,8100000,1
879,1700000,1
512,22000000,0
561,27300000,1
539,11600000,0
544,2000000,0
631,4600000,1
546,6800000,0
569,5600000,1
384,17900000,0
583,9000000,1
517,15500000,0
420,5800000,0
644,12900000,1
349,14500000,0
662,25300000,1
704,6400000,1
324,15500000,0
757,1700000,1
361,23000000,0
415,5400000,1
618,13800000,1
524,27100000,0
887,4100000,1
729,31100000,1
774,18600000,1
724,700000,1
320,2700000,0
590,6400000,1
796,25300000,1
890,19200000,1
651,4600000,1
634,10100000,1
660,2800000,1
512,3500000,0
900,9100000,1
823,11100000,1
880,28400000,1
439,2600000,1
441,17100000,0
360,18500000,0
561,33700000,1
758,32500000,1
621,20600000,1
621,5900000,1
342,21000000,0
552,10800000,1
376,500000,0
801,4300000,1
512,16300000,1
497,15200000,0
386,17200000,0
683,26100000,1
779,24100000,1
876,17700000,1
515,16500000,0
463,19300000,0
486,26700000,1
328,13000000,0
343,30600000,0
712,27800000,1
607,11900000,1
812,16200000,1
589,7700000,1
657,21800000,1
453,2800000,0
889,19700000,1
564,17200000,1
419,900000,0
663,34000000,1
884,12100000,1
528,16800000,0
475,1300000,0
695,5100000,1
759,10500000,1
636,9600000,1
546,20400000,0
639,17100000,1
388,4000000,0
594,20000000,1
760,11100000,1
582,16900000,1
896,600000,1
891,21800000,1
495,1700000,0
865,15300000,1
775,20800000,1
318,26400000,0
395,12700000,0
772,13100000,1
318,16100000,0
649,20900000,1
438,3100000,0
588,19700000,1
815,5600000,1
364,22100000,0
586,32300000,1
555,25300000,1
312,4600000,0
605,17100000,1
672,23200000,1
591,4500000,1
321,11000000,0
393,13400000,0
561,21800000,1
725,6900000,1
438,27600000,0
399,21400000,0
592,5400000,1
835,8600000,1
733,5300000,1
484,10600000,0
615,1800000,1
591,19500000,1
349,6800000,0
478,29900000,0
633,7800000,1
378,30900000,0
461,5300000,0
834,7000000,1
671,5800000,1
524,5800000,0
816,20700000,1
729,11700000,1
307,12700000,0
350,19100000,0
444,16600000,0
895,26700000,1
708,10500000,1
355,17600000,0
756,5100000,1
719,12000000,1
439,35400000,0
668,15900000,1
765,16500000,1
476,1500000,1
781,21700000,1
350,12700000,1
783,12200000,1
770,19900000,1
822,28300000,1
469,22500000,0
300,13000000,0
692,22400000,1
707,700000,1
658,29100000,1
625,4000000,1
343,26700000,0
358,7300000,0
705,11500000,1
799,15100000,1
397,33700000,0
493,12200000,0
446,21900000,1
315,7200000,0
887,15700000,1
429,20500000,0
673,15100000,1
731,29100000,1
732,11500000,1
525,16400000,0
343,5500000,0
331,11000000,0
845,26200000,1
696,6200000,1
772,8700000,1
628,15800000,1
764,19100000,1
553,6900000,1
653,20000000,1
506,20000000,1
431,8500000,0
697,12300000,1
588,24500000,1
846,5600000,1
379,11000000,0
745,700000,1
523,34500000,0
624,25400000,1
407,16700000,0
756,11600000,1
351,8300000,0
373,13400000,0
461,2400000,1
672,28100000,1
434,9500000,0
541,21400000,0
413,29300000,1
592,7600000,1
665,1400000,1
313,23900000,1
673,19600000,1
382,6000000,0
661,21100000,1
576,1700000,1
443,1200000,0
307,21700000,0
656,4800000,1
885,21200000,1
896,16600000,1
802,14100000,1
650,22700000,1
665,8900000,1
339,35700000,0
447,32400000,0
613,2400000,1
424,7200000,0
667,20800000,1
715,18300000,1
654,9100000,1
549,17800000,0
373,29700000,1
332,7200000,0
534,31500000,0
396,17900000,0
892,3700000,1
602,21300000,1
615,36100000,1
482,23300000,0
397,20100000,0
464,3400000,0
832,3400000,1
802,34800000,1
628,23900000,1
694,18800000,1
741,9300000,1
748,10900000,1
320,12800000,1
774,11700000,1
500,32000000,1
706,4000000,1
601,18300000,1
806,17400000,1
644,9600000,1
723,12900000,1
509,1500000,0
898,6600000,1
567,12000000,1
715,2100000,1
854,3500000,1
523,12300000,0
534,35900000,0
470,7600000,0
619,3500000,1
572,12800000,1
365,3500000,0
791,18000000,1
424,18100000,0
726,10200000,1
736,9900000,1
488,12800000,0
400,7600000,0
311,12200000,0
504,16800000,1
312,18600000,0
587,6500000,1
317,10500000,0
463,29000000,1
842,34000000,1
616,11800000,1
800,19400000,1
813,2100000,1
564,24800000,1
837,14700000,1
735,9400000,1
724,5200000,1
658,23900000,1
858,31800000,1
614,8500000,1
714,25600000,1
605,4600000,1
875,5500000,1
359,10900000,0
441,24100000,0
790,25200000,1
821,13600000,1
375,33300000,0
545,9600000,0
891,3900000,1
486,14000000,0
696,9900000,1
683,11100000,1
594,27100000,1
529,2500000,0
429,26300000,1
400,25000000,0
848,17500000,1
489,21500000,0
326,6600000,0
663,6100000,1
729,5100000,1
398,10700000,1
856,16700000,1
347,19900000,0
696,19300000,1
353,17100000,0
756,34300000,1
490,5400000,0
531,18000000,0
679,16600000,1
877,1800000,1
817,11000000,1
792,23300000,1
664,12800000,1
882,21300000,1
768,7700000,1
787,27100000,1
538,900000,0
347,18000000,0
317,5200000,0
713,14500000,1
683,12300000,1
765,28100000,1
803,3200000,1
405,29700000,0
529,4900000,0
801,19400000,1
707,30700000,1
349,7200000,0
885,8700000,1
489,23800000,1
341,2600000,0
637,20000000,1
304,31400000,1
537,6700000,0
503,4600000,0
720,14300000,1
509,36800000,0
360,16400000,0
818,31800000,1
716,21200000,1
360,14800000,0
895,26700000,1
328,13500000,0
812,26600000,1
456,33100000,0
566,3900000,1
598,25000000,1
656,9300000,1
895,28700000,1
653,12800000,1
641,1800000,1
544,16500000,0
811,14100000,1
460,26900000,0
795,12500000,1
745,10300000,1
606,20100000,1
451,14200000,0
479,11800000,0
495,2400000,0
769,30200000,1
639,11800000,1
723,12500000,1
623,26100000,1
487,20800000,0
743,30100000,1
754,16900000,1
552,21600000,1
560,27300000,1
632,10800000,1
339,16700000,0
881,3100000,1
535,23600000,0
563,17200000,1
615,8200000,1
795,3300000,1
878,28700000,1
633,14000000,1
533,13900000,0
795,6800000,1
374,11000000,0
848,22900000,1
890,16200000,1
444,9800000,0
803,28500000,1
618,1900000,1
845,20300000,1
833,10800000,1
767,19300000,1
747,4000000,1
588,7000000,1
582,24500000,1
348,20400000,0
726,9400000,1
482,31200000,0
565,30000000,1
872,2400000,1
825,1300000,1
694,22300000,1
448,30800000,0
452,18000000,0
897,17900000,1
803,20200000,1
828,900000,1
832,7500000,1
861,5500000,1
535,15900000,0
363,19400000,0
631,28600000,1
513,20700000,0
317,16200000,0
809,19500000,1
531,8200000,0
544,4800000,0
366,7800000,0
797,12700000,1
597,12000000,1
632,22500000,1
741,28300000,1
331,800000,0
426,16500000,0
533,26500000,0
394,22700000,0
877,25100000,1
527,28000000,0
468,12700000,0
611,19600000,1
832,17200000,1
508,22700000,0
840,13500000,1
794,7600000,1
889,17800000,1
765,500000,1
518,18600000,0
694,17100000,1
663,2300000,1
662,8900000,1
642,14400000,1
701,3900000,1
632,30100000,1
861,4400000,1
784,33300000,1
332,18200000,1
763,3400000,1
593,19100000,1
512,8800000,0
655,13300000,1
369,24700000,0
348,3100000,0
736,16800000,1
353,24000000,0
478,11300000,0
827,3000000,1
517,16900000,0
648,24700000,1
689,23800000,1
550,9100000,1
826,12900000,1
599,19200000,1
815,18500000,1
761,1400000,1
432,15000000,0
442,9200000,0
620,23300000,1
476,6500000,0
837,34900000,1
510,18000000,0
849,16100000,1
737,2100000,1
809,16200000,1
520,23000000,0
834,22500000,1
397,32100000,0
438,24700000,0
820,19700000,1
323,4600000,0
837,20300000,1
571,10100000,1
479,16300000,0
533,22100000,0
899,17200000,1
460,26600000,0
636,12500000,1
434,20600000,0
516,6900000,0
382,24600000,0
616,2800000,1
745,11600000,1
697,3400000,1
364,12300000,0
566,6900000,1
462,21900000,0
331,31900000,1
839,10300000,1
702,14000000,1
580,17900000,1
560,2800000,1
845,25700000,1
392,8500000,1
387,4900000,0
749,6300000,1
727,20000000,1
656,7400000,1
643,17500000,1
307,16800000,1
588,5000000,1
895,22300000,1
351,29400000,0
891,16400000,1
442,4900000,0
686,19500000,1
432,8200000,0
766,20900000,1
561,17200000,1
539,19000000,0
759,1400000,1
750,18200000,1
373,13600000,0
407,20500000,0
611,20200000,1
783,6300000,1
651,24000000,1
760,31100000,0
793,22700000,1
685,800000,1
806,10700000,1
770,17800000,1
663,23600000,1
592,8100000,1
580,26300000,1
609,17500000,1
380,23200000,0
364,12100000,0
866,8900000,1
342,31700000,0
884,14400000,1
859,12500000,1
692,1000000,1
675,6800000,1
886,12700000,1
477,13100000,0
596,8300000,1
400,19700000,0
711,19900000,1
418,8900000,0
517,21800000,0
508,16200000,0
689,26100000,1
455,28200000,0
617,20800000,1
500,13200000,0
382,22800000,0
538,20800000,0
855,14900000,1
614,3000000,1
513,25400000,0
402,8800000,0
819,15000000,1
622,25400000,1
790,18200000,1
808,4800000,1
369,16800000,0
330,20300000,1
857,16500000,1
457,19100000,0
843,29300000,1
463,5400000,0
582,22800000,1
391,6500000,0
612,35100000,1
859,12600000,1
779,18600000,1
561,2800000,1
420,5600000,0
609,3300000,1
821,19300000,1
603,17100000,1
778,3400000,1
460,23500000,1
363,27100000,0
482,5300000,0
772,20300000,1
745,14400000,1
513,3300000,0
362,4000000,1
740,25600000,1
774,24400000,1
555,16400000,1
588,17300000,1
619,1300000,1
607,31600000,1
435,16700000,0
835,3400000,1
767,28100000,1
643,26200000,1
894,13900000,1
343,29800000,0
800,15100000,1
494,17900000,0
336,33000000,0
785,16500000,1
732,13400000,1
587,4600000,1
471,30800000,0
497,4100000,0
784,1600000,1
471,21500000,0
763,3300000,1
655,9500000,1
667,8600000,1
367,14100000,0
436,18500000,0
785,23300000,1
388,11400000,0
385,37300000,0
670,8100000,1
329,19100000,0
651,4900000,1
727,26000000,1
646,28900000,1
894,23200000,1
477,17000000,0
811,2000000,1
377,21200000,0
802,17000000,1
885,19700000,1
437,21900000,0
615,2500000,1
603,17800000,1
765,8300000,1
469,5800000,0
848,17700000,1
327,2700000,0
716,35000000,1
715,28300000,1
683,600000,1
737,9700000,1
728,27000000,1
350,30000000,0
802,5200000,1
483,1400000,1
684,21800000,1
692,16500000,1
783,31000000,1
412,4300000,0
447,30200000,0
610,8400000,1
881,1800000,1
606,10300000,1
869,2600000,1
496,1400000,1
483,9300000,0
741,22200000,1
820,13500000,1
697,9100000,1
713,500000,1
754,17000000,1
837,5100000,1
691,6500000,1
436,5300000,0
322,30100000,0
333,7500000,1
455,23000000,0
787,700000,1
748,15800000,1
643,27100000,1
867,3400000,1
860,5600000,1
507,23900000,1
871,11500000,1
820,9800000,1
352,14500000,0
887,4000000,1
731,13400000,1
645,14600000,1
300,14100000,0
896,26200000,1
372,27700000,0
441,12000000,0
348,18300000,0
343,27500000,0
346,22600000,0
509,11500000,0
560,29300000,1
881,7500000,1
540,3000000,0
865,12700000,1
317,2300000,0
559,11300000,1
457,23900000,0
780,12800000,1
607,29700000,1
